size,avg_time_ns,median_ns,min_ns,max_ns
10,200,200,200,201
100,166,199,99,200
1000,66,100,0,100
10000,1499,99,0,4399
100000,67,100,0,101
1000000,433,400,199,701
10000000,467,500,401,500
100000000,466,500,400,500
