size,avg_time_ns,median_ns,min_ns,max_ns
10,2368,1252,1209,6757
100,41197,37676,13617,83475
1000,681610,643693,609293,840442
10000,79393675,79295959,78616897,80151734
50000,2125696985,2124424978,2121879797,2132378336
100000,8655627597,8569076814,8564205475,8957236505
